Title,Analysis,keywords,result
"국민 95% ""전기차 구매 의사 있다""..선호 브랜드는 '테슬라'","제목: 국민 95% ""전기차 구매 의사 있다""..선호 브랜드는 '테슬라'  
키워드: 전기차, 구매 의사, 테슬라, 선호, 95%  
결과: 긍정  ","제목: 국민 95% ""전기차 구매 의사 있다""..선호 브랜드는 '테슬라'  
",": 전기차, 구매 의사, 테슬라, 선호, 95%  
결과: 긍정  "
전기차 생활 속으로..1000만원 싸지고 집에서 쉽게 충전,"제목: 전기차 생활 속으로..1000만원 싸지고 집에서 쉽게 충전  
키워드: 전기차, 싸지다, 집에서, 쉽게, 충전  
결과: 긍정  ","제목: 전기차 생활 속으로..1000만원 싸지고 집에서 쉽게 충전  
",": 전기차, 싸지다, 집에서, 쉽게, 충전  
결과: 긍정  "
정의선-구광모 첫 단독 회동..국내 전기차 동맹 확대,"제목: 정의선-구광모 첫 단독 회동..국내 전기차 동맹 확대  
키워드: 정의선, 구광모, 단독 회동, 국내, 전기차, 동맹, 확대  
결과: 긍정","제목: 정의선-구광모 첫 단독 회동..국내 전기차 동맹 확대  
",": 정의선, 구광모, 단독 회동, 국내, 전기차, 동맹, 확대  
결과: 긍정"
[전기차 가속페달] 코로나19 사태 넘어서 성장 이어간다,"- 제목: [전기차 가속페달] 코로나19 사태 넘어서 성장 이어간다
- 키워드: 전기차, 가속페달, 코로나19, 성장
- 결과: 긍정","- 제목: [전기차 가속페달] 코로나19 사태 넘어서 성장 이어간다
- ",": 전기차, 가속페달, 코로나19, 성장
- 결과: 긍정"
"상반기 전기차 판매 23%↑..""테슬라, 보조금 45% 휩쓸어""","제목: 상반기 전기차 판매 23%↑..""테슬라, 보조금 45% 휩쓸어""  
키워드: 전기차, 판매 증가, 테슬라, 보조금  
결과: 긍정","제목: 상반기 전기차 판매 23%↑..""테슬라, 보조금 45% 휩쓸어""  
",": 전기차, 판매 증가, 테슬라, 보조금  
결과: 긍정"
中 바이튼 '생산 중단'..전북 전기차 산업 여파는?,"제목: 中 바이튼 '생산 중단'..전북 전기차 산업 여파는?  
키워드: 생산 중단, 전기차, 여파  
결과: 부정  ","제목: 中 바이튼 '생산 중단'..전북 전기차 산업 여파는?  
",": 생산 중단, 전기차, 여파  
결과: 부정  "
크기 키우고 배터리 국산화..초소형 전기차 달라진다,"- 제목: 크기 키우고 배터리 국산화..초소형 전기차 달라진다
- 키워드: 크기 키우고, 배터리 국산화, 초소형 전기차, 달라진다
- 결과: 긍정","- 제목: 크기 키우고 배터리 국산화..초소형 전기차 달라진다
- ",": 크기 키우고, 배터리 국산화, 초소형 전기차, 달라진다
- 결과: 긍정"
25년 iCar 출시?..애플의 전기차 출사표에 떨고 있는 테슬라,"제목: 25년 iCar 출시?..애플의 전기차 출사표에 떨고 있는 테슬라  
키워드: iCar, 애플, 전기차, 출사표, 떨고 있는, 테슬라  
결과: 부정 ","제목: 25년 iCar 출시?..애플의 전기차 출사표에 떨고 있는 테슬라  
",": iCar, 애플, 전기차, 출사표, 떨고 있는, 테슬라  
결과: 부정 "
전기차 판매량 23% 늘었지만..보조금 테슬라가 43% '꿀꺽',"제목: 전기차 판매량 23% 늘었지만..보조금 테슬라가 43% '꿀꺽'

키워드: 전기차, 판매량, 늘다, 보조금, 테슬라, 꿀꺽

결과: 부정","제목: 전기차 판매량 23% 늘었지만..보조금 테슬라가 43% '꿀꺽'

",": 전기차, 판매량, 늘다, 보조금, 테슬라, 꿀꺽

결과: 부정"
내년 승용 전기차 보조금 100만원 깎인다..보급량 올해보다 2만대↑,"제목: 내년 승용 전기차 보조금 100만원 깎인다..보급량 올해보다 2만대↑  
키워드: 보조금, 깎인다, 보급량, 증가  
결과: 부정적","제목: 내년 승용 전기차 보조금 100만원 깎인다..보급량 올해보다 2만대↑  
",": 보조금, 깎인다, 보급량, 증가  
결과: 부정적"
올해 첫 수출 전기차 평택항 출발..선적차량의 과반이 친환경차,"제목: 올해 첫 수출 전기차 평택항 출발..선적차량의 과반이 친환경차  
키워드: 수출, 전기차, 평택항, 친환경차  
결과: 긍정","제목: 올해 첫 수출 전기차 평택항 출발..선적차량의 과반이 친환경차  
",": 수출, 전기차, 평택항, 친환경차  
결과: 긍정"
"포르쉐코리아 대표 ""전기차 보조금, 타이칸 구매 결정적 요인 아냐""","제목: 포르쉐코리아 대표 ""전기차 보조금, 타이칸 구매 결정적 요인 아냐""  
키워드: 포르쉐코리아, 전기차, 보조금, 타이칸, 구매, 결정적 요인  
결과: 중립적  ","제목: 포르쉐코리아 대표 ""전기차 보조금, 타이칸 구매 결정적 요인 아냐""  
",": 포르쉐코리아, 전기차, 보조금, 타이칸, 구매, 결정적 요인  
결과: 중립적  "
"기아차, 29조 투자해 전기차·모빌리티 솔루션 '승부수'(종합)","제목: 기아차, 29조 투자해 전기차·모빌리티 솔루션 '승부수'(종합)  
키워드: 기아차, 투자, 전기차, 모빌리티 솔루션, 승부수  
결과: 긍정","제목: 기아차, 29조 투자해 전기차·모빌리티 솔루션 '승부수'(종합)  
",": 기아차, 투자, 전기차, 모빌리티 솔루션, 승부수  
결과: 긍정"
[車블랙박스]'3천만원↓ 전기차' 시대 앞당겨지나..배터리·보조금이 관건,"- 제목: [車블랙박스]'3천만원↓ 전기차' 시대 앞당겨지나..배터리·보조금이 관건
- 키워드: 전기차, 3천만원↓, 시대, 배터리, 보조금, 관건
- 결과: 중립적 / 약간 긍정적 (전기차 가격 인하와 시대 도래에 대한 기대감을 포함하고 있음)","- 제목: [車블랙박스]'3천만원↓ 전기차' 시대 앞당겨지나..배터리·보조금이 관건
- ",": 전기차, 3천만원↓, 시대, 배터리, 보조금, 관건
- 결과: 중립적 / 약간 긍정적 (전기차 가격 인하와 시대 도래에 대한 기대감을 포함하고 있음)"
"다이슨, 전기차 프로젝트 미공개 사진·영상 추가 발표","제목: 다이슨, 전기차 프로젝트 미공개 사진·영상 추가 발표  
키워드: 다이슨, 전기차, 프로젝트, 미공개, 발표  
결과: 중립적 (새로운 정보를 발표하는 내용이지만, 긍정 또는 부정적인 감정은 드러나지 않음)","제목: 다이슨, 전기차 프로젝트 미공개 사진·영상 추가 발표  
",": 다이슨, 전기차, 프로젝트, 미공개, 발표  
결과: 중립적 (새로운 정보를 발표하는 내용이지만, 긍정 또는 부정적인 감정은 드러나지 않음)"
내년부터 고가 전기차 지원금 자른다..테슬라·벤츠 등 외제차 타격,"제목: 내년부터 고가 전기차 지원금 자른다..테슬라·벤츠 등 외제차 타격  
키워드: 고가 전기차, 지원금, 테슬라, 벤츠, 타격  
결과: 부정  ","제목: 내년부터 고가 전기차 지원금 자른다..테슬라·벤츠 등 외제차 타격  
",": 고가 전기차, 지원금, 테슬라, 벤츠, 타격  
결과: 부정  "
"EV트렌드코리아 ""설문 응답자 95%, 전기차 구매 의사 있다""","제목: EV트렌드코리아 ""설문 응답자 95%, 전기차 구매 의사 있다""  
키워드: 설문 응답자, 95%, 전기차, 구매 의사  
결과: 긍정","제목: EV트렌드코리아 ""설문 응답자 95%, 전기차 구매 의사 있다""  
",": 설문 응답자, 95%, 전기차, 구매 의사  
결과: 긍정"
"김현미 ""코나 전기차 화재 조사 결과 문제 발견되면 책임 묻겠다""","제목: 김현미 ""코나 전기차 화재 조사 결과 문제 발견되면 책임 묻겠다""  
키워드: 코나 전기차, 화재, 조사, 문제, 책임  
결과: 부정  ","제목: 김현미 ""코나 전기차 화재 조사 결과 문제 발견되면 책임 묻겠다""  
",": 코나 전기차, 화재, 조사, 문제, 책임  
결과: 부정  "
붕붕붕 우편물을 실으면 힘이 나는 꼬마 전기차,"제목: 붕붕붕 우편물을 실으면 힘이 나는 꼬마 전기차  
키워드: 붕붕붕, 우편물, 힘, 꼬마 전기차  
결과: 긍정  ","제목: 붕붕붕 우편물을 실으면 힘이 나는 꼬마 전기차  
",": 붕붕붕, 우편물, 힘, 꼬마 전기차  
결과: 긍정  "
"한국서도 전기차 충전 끝, 달릴 일만 남았다","제목: 한국서도 전기차 충전 끝, 달릴 일만 남았다  
키워드: ""전기차"", ""충전"", ""달릴""  
결과: 긍정","제목: 한국서도 전기차 충전 끝, 달릴 일만 남았다  
",": ""전기차"", ""충전"", ""달릴""  
결과: 긍정"
"제네시스, SUV·전기차 확대..북미 고급차 시장 공략","제목: 제네시스, SUV·전기차 확대..북미 고급차 시장 공략  
키워드: 제네시스, SUV, 전기차, 확대, 북미, 고급차, 시장, 공략  
결과: 긍정","제목: 제네시스, SUV·전기차 확대..북미 고급차 시장 공략  
",": 제네시스, SUV, 전기차, 확대, 북미, 고급차, 시장, 공략  
결과: 긍정"
"정의선, 땅 말고 하늘에 베팅..수직이착륙 전기차 띄운다","제목: 정의선, 땅 말고 하늘에 베팅..수직이착륙 전기차 띄운다  
키워드: 정의선, 하늘, 베팅, 수직이착륙, 전기차  
결과: 긍정","제목: 정의선, 땅 말고 하늘에 베팅..수직이착륙 전기차 띄운다  
",": 정의선, 하늘, 베팅, 수직이착륙, 전기차  
결과: 긍정"
배터리가격 가파른 하락..전기차 대량생산 '성큼',"제목: 배터리가격 가파른 하락..전기차 대량생산 '성큼'  
키워드: 배터리 가격, 하락, 전기차, 대량생산  
결과: 긍정  ","제목: 배터리가격 가파른 하락..전기차 대량생산 '성큼'  
",": 배터리 가격, 하락, 전기차, 대량생산  
결과: 긍정  "
"'전기차 왕국' 유럽, 中을 제쳤다..코로나 시대에 급성장","제목: '전기차 왕국' 유럽, 中을 제쳤다..코로나 시대에 급성장  
키워드: 전기차, 왕국, 유럽, 중국, 급성장, 코로나 시대  
결과: 긍정","제목: '전기차 왕국' 유럽, 中을 제쳤다..코로나 시대에 급성장  
",": 전기차, 왕국, 유럽, 중국, 급성장, 코로나 시대  
결과: 긍정"
"[올댓차이나] 中 전기차 샤오펑, 광저우에 6800억 투입 제2공장 건설","제목: [올댓차이나] 中 전기차 샤오펑, 광저우에 6800억 투입 제2공장 건설  
키워드: 전기차, 샤오펑, 광저우, 투자, 공장 건설  
결과: 긍정적","제목: [올댓차이나] 中 전기차 샤오펑, 광저우에 6800억 투입 제2공장 건설  
",": 전기차, 샤오펑, 광저우, 투자, 공장 건설  
결과: 긍정적"
[車블랙박스]코로나19와 전기차 전성시대,"제목: [車블랙박스]코로나19와 전기차 전성시대  
키워드: 코로나19, 전기차, 전성시대  
결과: 긍정  
","제목: [車블랙박스]코로나19와 전기차 전성시대  
",": 코로나19, 전기차, 전성시대  
결과: 긍정  
"
"文대통령, 전기차 대표에 '엄지척'..장관엔 수출강국 '독려'","제목: 문대통령, 전기차 대표에 '엄지척'..장관엔 수출강국 '독려'  
키워드: 문대통령, 전기차, 엄지척, 장관, 수출강국, 독려  
결과: 긍정","제목: 문대통령, 전기차 대표에 '엄지척'..장관엔 수출강국 '독려'  
",": 문대통령, 전기차, 엄지척, 장관, 수출강국, 독려  
결과: 긍정"
치열해진 세계 전기차 시장.. 테슬라 독주 속 폴크스바겐 추격,"제목: 치열해진 세계 전기차 시장.. 테슬라 독주 속 폴크스바겐 추격  
키워드: 치열해진, 독주, 추격  
결과: 부정  ","제목: 치열해진 세계 전기차 시장.. 테슬라 독주 속 폴크스바겐 추격  
",": 치열해진, 독주, 추격  
결과: 부정  "
'전기 뽑아쓴다'..내년에 나오는 국산 전기차 '차박' 돌풍 예고,"제목: '전기 뽑아쓴다'..내년에 나오는 국산 전기차 '차박' 돌풍 예고  
키워드: 전기차, 국산, 차박, 돌풍  
결과: 긍정  ","제목: '전기 뽑아쓴다'..내년에 나오는 국산 전기차 '차박' 돌풍 예고  
",": 전기차, 국산, 차박, 돌풍  
결과: 긍정  "
[조재환의 EV세상] 여전히 전기차 충전 방해 근절 대책 없는 정부,"제목: [조재환의 EV세상] 여전히 전기차 충전 방해 근절 대책 없는 정부  
키워드: 전기차, 충전 방해, 근절, 대책, 정부  
결과: 부정","제목: [조재환의 EV세상] 여전히 전기차 충전 방해 근절 대책 없는 정부  
",": 전기차, 충전 방해, 근절, 대책, 정부  
결과: 부정"
'빅뉴스' 없었던 테슬라 배터리데이..'2900만원 반값 전기차'는 솔깃,"제목: 빅뉴스 없었던 테슬라 배터리데이..'2900만원 반값 전기차'는 솔깃

키워드: 테슬라, 배터리데이, 전기차, 반값, 솔깃

결과: 긍정","제목: 빅뉴스 없었던 테슬라 배터리데이..'2900만원 반값 전기차'는 솔깃

",": 테슬라, 배터리데이, 전기차, 반값, 솔깃

결과: 긍정"
[올댓차이나] 중국 전기차 스타트업 샤오펑 6000억 자금조달,"제목: [올댓차이나] 중국 전기차 스타트업 샤오펑 6000억 자금조달  
키워드: 중국 전기차, 스타트업, 샤오펑, 자금조달  
결과: 긍정 ","제목: [올댓차이나] 중국 전기차 스타트업 샤오펑 6000억 자금조달  
",": 중국 전기차, 스타트업, 샤오펑, 자금조달  
결과: 긍정 "
수입 전기차 판매는 날개 달았는데 국산 전기차는 뒷걸음질,"제목: 수입 전기차 판매는 날개 달았는데 국산 전기차는 뒷걸음질  
키워드: 수입 전기차, 판매, 국산 전기차, 뒷걸음질  
결과: 부정","제목: 수입 전기차 판매는 날개 달았는데 국산 전기차는 뒷걸음질  
",": 수입 전기차, 판매, 국산 전기차, 뒷걸음질  
결과: 부정"
"현대차·LG, 새로운 'E-GMP' 전기차 함께 만든다","제목: 현대차·LG, 새로운 'E-GMP' 전기차 함께 만든다  
키워드: 현대차, LG, E-GMP, 전기차, 함께, 새로운  
결과: 긍정 ","제목: 현대차·LG, 새로운 'E-GMP' 전기차 함께 만든다  
",": 현대차, LG, E-GMP, 전기차, 함께, 새로운  
결과: 긍정 "
전기차 보조금 기준 손질 착수..테슬라 등 고가 차량 제외 검토,"제목: 전기차 보조금 기준 손질 착수..테슬라 등 고가 차량 제외 검토  
키워드: 전기차, 보조금, 기준, 손질, 테슬라, 고가 차량, 제외  
결과: 부정","제목: 전기차 보조금 기준 손질 착수..테슬라 등 고가 차량 제외 검토  
",": 전기차, 보조금, 기준, 손질, 테슬라, 고가 차량, 제외  
결과: 부정"
독일 '전기차 전환' 본격화..일자리 40만개 없어진다,"제목: 독일 '전기차 전환' 본격화..일자리 40만개 없어진다  
키워드: 전기차, 전환, 일자리, 없어진다  
결과: 부정적인 감성","제목: 독일 '전기차 전환' 본격화..일자리 40만개 없어진다  
",": 전기차, 전환, 일자리, 없어진다  
결과: 부정적인 감성"
"국과수, 코나 전기차 화재 2건 조사 시작 안 했다","제목: 국과수, 코나 전기차 화재 2건 조사 시작 안 했다  
키워드: 코나 전기차, 화재, 조사  
결과: 부정  ","제목: 국과수, 코나 전기차 화재 2건 조사 시작 안 했다  
",": 코나 전기차, 화재, 조사  
결과: 부정  "
코로나19에도 전기차·수소차 수출 '씽씽',"제목: 코로나19에도 전기차·수소차 수출 '씽씽'  
키워드: 코로나19, 전기차, 수소차, 수출, 씽씽  
결과: 긍정","제목: 코로나19에도 전기차·수소차 수출 '씽씽'  
",": 코로나19, 전기차, 수소차, 수출, 씽씽  
결과: 긍정"
정의선-최태원도 만났다..미래 전기차 배터리 협력 논의,"제목: 정의선-최태원도 만났다..미래 전기차 배터리 협력 논의  
키워드: 정의선, 최태원, 전기차, 배터리, 협력, 미래  
결과: 긍정","제목: 정의선-최태원도 만났다..미래 전기차 배터리 협력 논의  
",": 정의선, 최태원, 전기차, 배터리, 협력, 미래  
결과: 긍정"
"전원 꺼진 전기차 완속충전기..정부·지자체 서로 ""네 책임""","제목: 전원 꺼진 전기차 완속충전기..정부·지자체 서로 ""네 책임""  
키워드: 전기차, 완속충전기, 정부, 지자체, 책임  
결과: 부정  ","제목: 전원 꺼진 전기차 완속충전기..정부·지자체 서로 ""네 책임""  
",": 전기차, 완속충전기, 정부, 지자체, 책임  
결과: 부정  "
라이벌 속속 뛰어드는데..삼성이 전기차 안 만드는 이유,"제목: 라이벌 속속 뛰어드는데..삼성이 전기차 안 만드는 이유  
키워드: 라이벌, 전기차, 삼성, 이유  
결과: 부정  ","제목: 라이벌 속속 뛰어드는데..삼성이 전기차 안 만드는 이유  
",": 라이벌, 전기차, 삼성, 이유  
결과: 부정  "
"'방전 공포증' 스톱..'충전 백신' 맵퍼스 ""전기차 '살맛'나죠""","제목: '방전 공포증' 스톱..'충전 백신' 맵퍼스 ""전기차 '살맛'나죠""  
키워드: 방전 공포증, 충전 백신, 전기차, 살맛  
결과: 긍정  ","제목: '방전 공포증' 스톱..'충전 백신' 맵퍼스 ""전기차 '살맛'나죠""  
",": 방전 공포증, 충전 백신, 전기차, 살맛  
결과: 긍정  "
"""2030년 세계 車 시장, 전기차 비중이 31%""","제목: 2030년 세계 車 시장, 전기차 비중이 31%

키워드: 2030년, 세계, 자동차 시장, 전기차, 비중, 31%

결과: 긍정","제목: 2030년 세계 車 시장, 전기차 비중이 31%

",": 2030년, 세계, 자동차 시장, 전기차, 비중, 31%

결과: 긍정"
[시승기] 디자인으로 압도하는 도심형 전기차..푸조 e-208,"- 제목: [시승기] 디자인으로 압도하는 도심형 전기차..푸조 e-208
- 키워드: 시승기, 디자인, 압도, 도심형, 전기차, 푸조 e-208
- 결과: 긍정","- 제목: [시승기] 디자인으로 압도하는 도심형 전기차..푸조 e-208
- ",": 시승기, 디자인, 압도, 도심형, 전기차, 푸조 e-208
- 결과: 긍정"
세계 완성차업체 전기차 플랫폼 '집중'..내년부터 진짜경쟁,"- 제목: 세계 완성차업체 전기차 플랫폼 '집중'..내년부터 진짜경쟁
- 키워드: 전기차, 플랫폼, 집중, 경쟁
- 결과: 긍정","- 제목: 세계 완성차업체 전기차 플랫폼 '집중'..내년부터 진짜경쟁
- ",": 전기차, 플랫폼, 집중, 경쟁
- 결과: 긍정"
정의선·구광모 만난다..전기차 배터리 협업 논의,"제목: 정의선·구광모 만난다..전기차 배터리 협업 논의  
키워드: 정의선, 구광모, 전기차, 배터리, 협업, 논의  
결과: 긍정  ","제목: 정의선·구광모 만난다..전기차 배터리 협업 논의  
",": 정의선, 구광모, 전기차, 배터리, 협업, 논의  
결과: 긍정  "
현대기아차 작년 전기차 6만3천대 수출..전년의 2.3배 '껑충',"제목: 현대기아차 작년 전기차 6만3천대 수출..전년의 2.3배 '껑충'  
키워드: 현대기아차, 전기차, 수출, 증가, 2.3배  
결과: 긍정  ","제목: 현대기아차 작년 전기차 6만3천대 수출..전년의 2.3배 '껑충'  
",": 현대기아차, 전기차, 수출, 증가, 2.3배  
결과: 긍정  "
[하이빔]충전 잦아지는 겨울 전기차,"제목: [하이빔]충전 잦아지는 겨울 전기차  
키워드: 충전, 겨울, 전기차  
결과: 부정","제목: [하이빔]충전 잦아지는 겨울 전기차  
",": 충전, 겨울, 전기차  
결과: 부정"
전기차 1000만원 싸게 못 산다..코로나에 바닥난 보조금,"제목: 전기차 1000만원 싸게 못 산다..코로나에 바닥난 보조금  
키워드: 전기차, 1000만원, 싸게, 코로나, 바닥난, 보조금  
결과: 부정  ","제목: 전기차 1000만원 싸게 못 산다..코로나에 바닥난 보조금  
",": 전기차, 1000만원, 싸게, 코로나, 바닥난, 보조금  
결과: 부정  "
"벤츠 'S클래스 전기차' EQS, EQC 부진 넘어설까","제목: 벤츠 'S클래스 전기차' EQS, EQC 부진 넘어설까  
키워드: 벤츠, S클래스, 전기차, EQS, EQC, 부진  
결과: 부정","제목: 벤츠 'S클래스 전기차' EQS, EQC 부진 넘어설까  
",": 벤츠, S클래스, 전기차, EQS, EQC, 부진  
결과: 부정"
[ET시선]'당근과 채찍' 필요한 전기차 시장,"제목: [ET시선]'당근과 채찍' 필요한 전기차 시장  
키워드: 당근, 채찍, 전기차, 시장  
결과: 부정적  

이 제목은 '당근과 채찍'이라는 표현을 사용하여 전기차 시장의 필요성을 강조하는 동시에, 시장 상황이 긍정적이지 않음을 암시합니다.","제목: [ET시선]'당근과 채찍' 필요한 전기차 시장  
",": 당근, 채찍, 전기차, 시장  
결과: 부정적  

이 제목은 '당근과 채찍'이라는 표현을 사용하여 전기차 시장의 필요성을 강조하는 동시에, 시장 상황이 긍정적이지 않음을 암시합니다."
"머스크 ""5일 남았다..올해 전기차 50만대 납품 전력투구""","제목: 머스크 ""5일 남았다..올해 전기차 50만대 납품 전력투구""  
키워드: 머스크, 5일 남았다, 전기차, 50만대, 납품, 전력투구  
결과: 긍정  ","제목: 머스크 ""5일 남았다..올해 전기차 50만대 납품 전력투구""  
",": 머스크, 5일 남았다, 전기차, 50만대, 납품, 전력투구  
결과: 긍정  "
문 잠겼던 '양재 전기차 집중형 충전소' 다시 가보니,"제목: 문 잠겼던 '양재 전기차 집중형 충전소' 다시 가보니  
키워드: 양재, 전기차, 충전소, 문 잠김, 다시 가보니  
결과: 중립적인 감정 (제목 자체에 긍정적 또는 부정적 감정이 뚜렷하지 않음)","제목: 문 잠겼던 '양재 전기차 집중형 충전소' 다시 가보니  
",": 양재, 전기차, 충전소, 문 잠김, 다시 가보니  
결과: 중립적인 감정 (제목 자체에 긍정적 또는 부정적 감정이 뚜렷하지 않음)"
내년 서울 전기차 보조금 1100만원..올해보다 소폭 감소,"제목: 내년 서울 전기차 보조금 1100만원..올해보다 소폭 감소  
키워드: 전기차, 보조금, 서울, 감소  
결과: 부정","제목: 내년 서울 전기차 보조금 1100만원..올해보다 소폭 감소  
",": 전기차, 보조금, 서울, 감소  
결과: 부정"
"[車블랙박스]포니, 뉴트로 열풍타고 전기차로 내년 출시","제목: [車블랙박스]포니, 뉴트로 열풍타고 전기차로 내년 출시  
키워드: 포니, 뉴트로, 전기차, 내년 출시  
결과: 긍정","제목: [車블랙박스]포니, 뉴트로 열풍타고 전기차로 내년 출시  
",": 포니, 뉴트로, 전기차, 내년 출시  
결과: 긍정"
美 대선 끝나자 매수 나서는 서학개미..전기차 쇼핑 나섰다,"제목: 美 대선 끝나자 매수 나서는 서학개미..전기차 쇼핑 나섰다  
키워드: 대선, 매수, 서학개미, 전기차, 쇼핑  
결과: 긍정","제목: 美 대선 끝나자 매수 나서는 서학개미..전기차 쇼핑 나섰다  
",": 대선, 매수, 서학개미, 전기차, 쇼핑  
결과: 긍정"
"20분 충전, 500km 주행.. 속도내는 '진짜 전기차' 전쟁","제목: 20분 충전, 500km 주행.. 속도내는 '진짜 전기차' 전쟁  
키워드: 충전, 500km, 주행, 속도, 전기차, 전쟁  
결과: 긍정적","제목: 20분 충전, 500km 주행.. 속도내는 '진짜 전기차' 전쟁  
",": 충전, 500km, 주행, 속도, 전기차, 전쟁  
결과: 긍정적"
상반기 570% 성장한 수입 전기차..하반기도 달린다,"제목: 상반기 570% 성장한 수입 전기차..하반기도 달린다  
키워드: 성장, 수입 전기차, 하반기  
결과: 긍정","제목: 상반기 570% 성장한 수입 전기차..하반기도 달린다  
",": 성장, 수입 전기차, 하반기  
결과: 긍정"
바이든이면 더 좋겠지만..美대선 누가 당선돼도 전기차 '활짝',"제목: 바이든이면 더 좋겠지만..美대선 누가 당선돼도 전기차 '활짝'  
키워드: 바이든, 대선, 전기차, 활짝  
결과: 긍정  ","제목: 바이든이면 더 좋겠지만..美대선 누가 당선돼도 전기차 '활짝'  
",": 바이든, 대선, 전기차, 활짝  
결과: 긍정  "
[단독] 제네시스 G80 전기차·G70 왜건형 나온다,"제목: [단독] 제네시스 G80 전기차·G70 왜건형 나온다  
키워드: 제네시스, G80, 전기차, G70, 왜건형, 출시  
결과: 긍정  

이 제목은 새로운 전기차 모델의 출시 소식을 알리고 있으며, 기대감을 불러일으킬 수 있는 내용이기 때문에 긍정으로 분석됩니다.","제목: [단독] 제네시스 G80 전기차·G70 왜건형 나온다  
",": 제네시스, G80, 전기차, G70, 왜건형, 출시  
결과: 긍정  

이 제목은 새로운 전기차 모델의 출시 소식을 알리고 있으며, 기대감을 불러일으킬 수 있는 내용이기 때문에 긍정으로 분석됩니다."
코로나 뚫은 전기차 3분기 판매 사상최대..올 300만대 넘긴다,"제목: 코로나 뚫은 전기차 3분기 판매 사상최대..올 300만대 넘긴다  
키워드: 코로나, 전기차, 3분기 판매, 사상최대, 300만대  
결과: 긍정  ","제목: 코로나 뚫은 전기차 3분기 판매 사상최대..올 300만대 넘긴다  
",": 코로나, 전기차, 3분기 판매, 사상최대, 300만대  
결과: 긍정  "
테슬라發 '카마겟돈' 전기차의 무한질주,"제목: 테슬라發 '카마겟돈' 전기차의 무한질주  
키워드: 테슬라, 카마겟돈, 전기차, 무한질주  
결과: 부정  
(제목에 '카마겟돈'이라는 부정적인 어감의 단어가 포함되어 있어 부정적인 감정을 느낄 수 있습니다.)","제목: 테슬라發 '카마겟돈' 전기차의 무한질주  
",": 테슬라, 카마겟돈, 전기차, 무한질주  
결과: 부정  
(제목에 '카마겟돈'이라는 부정적인 어감의 단어가 포함되어 있어 부정적인 감정을 느낄 수 있습니다.)"
[고재일의 뉴스톡]제주 전기차 2만대..관련산업은?,"제목: 제주 전기차 2만대..관련산업은?  
키워드: 제주, 전기차, 2만대, 관련산업  
결과: 중립

설명: 제목은 제주 지역의 전기차 대수와 관련 산업에 대한 질문을 다루고 있어 긍정적이거나 부정적인 감정을 내포하기보다는 정보를 전달하는 중립적인 성격을 가지고 있습니다.","제목: 제주 전기차 2만대..관련산업은?  
",": 제주, 전기차, 2만대, 관련산업  
결과: 중립

설명: 제목은 제주 지역의 전기차 대수와 관련 산업에 대한 질문을 다루고 있어 긍정적이거나 부정적인 감정을 내포하기보다는 정보를 전달하는 중립적인 성격을 가지고 있습니다."
"현대기아차, 英어라이벌에 1억유로 전략투자..상용전기차 개발","제목: 현대기아차, 英어라이벌에 1억유로 전략투자..상용전기차 개발  
키워드: 전략투자, 상용전기차, 개발  
결과: 긍정  

이 제목은 현대기아차의 전략적인 투자와 상용전기차 개발에 대한 긍정적인 소식을 전하고 있습니다.","제목: 현대기아차, 英어라이벌에 1억유로 전략투자..상용전기차 개발  
",": 전략투자, 상용전기차, 개발  
결과: 긍정  

이 제목은 현대기아차의 전략적인 투자와 상용전기차 개발에 대한 긍정적인 소식을 전하고 있습니다."
"올해 코나 전기차 실구매가, 작년보다 140만원 이상 상승","제목: 올해 코나 전기차 실구매가, 작년보다 140만원 이상 상승  
키워드: 코나 전기차, 실구매가, 상승, 가격 인상  
결과: 부정","제목: 올해 코나 전기차 실구매가, 작년보다 140만원 이상 상승  
",": 코나 전기차, 실구매가, 상승, 가격 인상  
결과: 부정"
낙폭과대 전기차株..미끄럼 뒤 반등동력 되찾나,"제목: 낙폭과대 전기차株..미끄럼 뒤 반등동력 되찾나  
키워드: 낙폭과대, 미끄럼, 반등동력  
결과: 부정 (낙폭과대, 미끄럼 등의 부정적인 의미 포함)","제목: 낙폭과대 전기차株..미끄럼 뒤 반등동력 되찾나  
",": 낙폭과대, 미끄럼, 반등동력  
결과: 부정 (낙폭과대, 미끄럼 등의 부정적인 의미 포함)"
"전기차·자율주행 결합, 차량 공유로.. 미래차 시대 '성큼' [모빌리티 전방위 융복합 본격화]","제목: 전기차·자율주행 결합, 차량 공유로.. 미래차 시대 '성큼' [모빌리티 전방위 융복합 본격화]  
키워드: 전기차, 자율주행, 차량 공유, 미래차, 성큼, 융복합  
결과: 긍정","제목: 전기차·자율주행 결합, 차량 공유로.. 미래차 시대 '성큼' [모빌리티 전방위 융복합 본격화]  
",": 전기차, 자율주행, 차량 공유, 미래차, 성큼, 융복합  
결과: 긍정"
"기아차, 2025년까지 전기차 등 29조 투자..영업이익률 6% 달성","제목: 기아차, 2025년까지 전기차 등 29조 투자..영업이익률 6% 달성  
키워드: 기아차, 전기차, 2025년, 투자, 영업이익률, 긍정적  
결과: 긍정","제목: 기아차, 2025년까지 전기차 등 29조 투자..영업이익률 6% 달성  
",": 기아차, 전기차, 2025년, 투자, 영업이익률, 긍정적  
결과: 긍정"
