Title,Analysis
<오후여담>페라리 전기차,키워드: 페라리 전기차 / 결과: 중립
"美 전기차 보조금법 개정, 중간선거 前 쉽지 않을듯",키워드: 전기차 보조금법/결과: 부정
"서울대공원 등 주차장에 '전기차 충전기'…""200기 이상""","키워드/결과  
전기차 충전기/긍정"
"이재용, BMW 회장 만나 '전기차' 협력 강화 논의","키워드: 이재용/BMW/전기차/협력 강화  
결과: 긍정"
전기차 화재 느는데…진화장비 보급 저조,키워드: 전기차 화재/결과: 부정
美 한국산 전기차 보조금 혜택 제외.. 양국 무역 마찰 우려,"키워드: 한국산 전기차/보조금 혜택 제외/무역 마찰 우려  
결과: 부정"
[단독] 노들섬 ‘전기차 경주대회’ 추진…생태 훼손 우려도,"키워드 / 결과  
전기차 경주대회 / 부정  
생태 훼손 / 부정  "
베트남·대만·인도 업체들…글로벌 전기차에 '도전장',"키워드: 베트남/대만/인도/업체들/글로벌/전기차/도전장  
결과: 긍정"
전기차 무선충전 이르면 내달 도입…스마트폰 IoT 규제도 푼다,키워드: 전기차 무선충전/스마트폰 IoT 규제/결과: 긍정
"[Car스텔라] ""실용보다 체면"".. 한국서 맥 못추는 초소형 전기차",키워드: 초소형 전기차/결과: 부정
미 IRA 대응? 수입 전기차 직영 A/S센터 없으면 보조금 깎는다,"키워드: IRA 대응/수입 전기차/직영 A/S센터/보조금 깎는다  
결과: 부정"
[이주의 법안] “충전 줄에 손도 안 닿아”…장애인 ‘전기차 장벽’ 없앨 방법은?,"키워드: 장애인/전기차/장벽  
결과: 부정"
"고금리, 보조금 중단에 전기차 고공행진 ‘멈칫’하나","키워드: 고금리/보조금 중단/전기차/고공행진  
결과: 부정"
"기초체력 키운 중국 전기차, 세계시장 공략 ‘본색’","키워드: 기초체력/전기차/세계시장/공략/본색  
결과: 긍정"
"현대차·기아, 美 IRA에도 전기차 성장 스토리 이상 無","키워드: 현대차·기아/전기차/성장/스토리/美 IRA  
결과: 긍정"
"현대 美전기차 조지아 공장, IRA 파고 속 예정대로 25일 착공식(종합)","키워드: 현대/美전기차/조지아 공장/IRA 파고/착공식  
결과: 긍정"
고유가 시대 쏟아지는 전기차..하반기 경쟁 후끈,"키워드: 고유가 시대/전기차/하반기 경쟁  
결과: 긍정"
전기차 저렴하게 ‘구독’하세요… 대신 배터리는 찾아갈게요,"키워드: 전기차/저렴/구독/배터리/찾아갈게요  
결과: 중립"
미 인플레 감축법안에 전기차 세액공제 등 수혜 전망,"키워드: 미 인플레 감축법안/전기차 세액공제/수혜 전망  
결과: 긍정"
"'중국사업 고전' 베이징현대 1.2조원 증자..""전기차 투자""","키워드: 중국사업/고전/베이징현대/증자/전기차 투자  
결과: 부정"
"""전기차 美서 만들겠다""는 바이든..한국산 차별 진통 길어지나","키워드: 전기차/美/바이든/한국산/차별/진통  
결과: 부정"
"""전기차 화재 잡는다""...제주소방본부, 실물 훈련 전개",키워드: 전기차 화재 / 결과: 긍정
"벤츠, '프리미엄 전기차' 왕좌 노린다","키워드 / 결과  
벤츠, 프리미엄 전기차 / 긍정"
"외신들 '韓의 배신감' 전하지만..美선 ""전기차 문제? 곧 선거라..""",키워드: 韓의 배신감/전기차 문제/선거 결과: 부정
"미국, 등 떠밀려 '전기차 차별' 협의체 구성했나?","키워드: 미국/등 떠밀려/전기차 차별  
결과: 부정"
"전기차 시대, 하이브리드를 건너뛸 수 없는 이유","키워드: 전기차, 하이브리드, 시대 / 결과: 부정"
물에 담가야 겨우 꺼지는 전기차 화재… 소방장비 태부족,키워드: 전기차 화재 / 결과: 부정
[우크라 침공] 니켈 가격 폭등..전기차 시대 개막 차질 빚나,"키워드: 우크라 침공/니켈 가격 폭등/전기차 시대 개막 차질  
결과: 부정"
"볼보, XC90급 전기차 ‘EX90’ 공개… “바퀴 달린 컴퓨터 구현했다”","키워드: 볼보/전기차/EX90/컴퓨터 구현  
결과: 긍정"
자동차 도시 울산? 전기차 등록은 최저,"키워드: 울산/전기차 등록/최저  
결과: 부정"
한파가 더 불안한 전기차 운전자…주행가능거리 최대 30%가량 감소,"키워드: 한파/불안/전기차/주행가능거리/감소  
결과: 부정"
‘전기차 과도기’ 틈타 질주하는 하이브리드차,"키워드: 전기차 과도기/하이브리드차  
결과: 부정"
"모두 전기차 올인할 때..세계 1위 도요타는 다른 차 키운다, 왜","키워드: 전기차/도요타/다른 차/올인  
결과: 부정"
"바이든, '기후변화법안' 서명.. 韓 전기차 美 세금혜택 제외 '비상'","키워드: 바이든/기후변화법안/韓 전기차/美 세금혜택/비상  
결과: 부정"
"한국 전기차, 이 정도 일줄은..'세계 4위 수출' 기록 썼다","키워드/결과  
한국 전기차/긍정  
세계 4위 수출/긍정  "
"'전기차 보조금', 우리도 손본다…테슬라 겨냥 IRA 맞불?","키워드: 전기차 보조금/테슬라/IRA  
결과: 부정"
주차장에 나타난 '전기 도둑'.. 전기차 충전소 부족에 공용콘센트 사용하는 '꼼수족',"키워드: 전기 도둑/전기차 충전소 부족/공용콘센트/꼼수족  
결과: 부정"
"서울시, '전기차 주차요금 자동감면' 개발..'얌체족' 사라질까","키워드: 서울시/전기차 주차요금 자동감면/얌체족  
결과: 부정"
中 재기 노리는 현대차..전기차 현지 생산 통할까,"키워드: 현대차/전기차/현지 생산  
결과: 부정"
“전기차 인프라 시장 잡아라”… 무선-이동충전 앞다퉈 선보여,"키워드: 전기차 인프라/무선/이동충전  
결과: 긍정"
비야디·CATL 앞세워 전기차·배터리 글로벌 주도권 노리는 중국,"키워드: 비야디·CATL/전기차·배터리/글로벌 주도권/중국  
결과: 부정  "
"""유럽 전기차 월간 판매량, 디젤차 첫 추월""","키워드: 전기차/월간 판매량/디젤차/첫 추월  
결과: 긍정"
“전기차 100% 전환 가능?”… 회의론자들의 답변은,키워드: 전기차/회의론자/부정
"""전기차 기업 생사 달렸다""…정부, 美 IRA '운명의 2주' 총력전",키워드: 전기차 기업/결과: 부정
아파트와 전기차는 공생할 수 있나?,"키워드: 아파트/전기차/공생  
결과: 긍정"
"판 커진 한국 전기차 시장..올 가을, 국내 전기차 신차 대전 '후끈'",키워드: 한국 전기차 시장 / 긍정
"현대차, 미국 전기차 공장 '첫삽' 의미는","키워드: 현대차/전기차/첫삽  
결과: 긍정"
"산자위, 美 전기차 차별 금지 촉구 결의안 의결..""한미관계 악영향""","키워드: 산자위/美 전기차 차별 금지/촉구 결의안/의결/한미관계 악영향  
결과: 부정"
한국산 전기차도 '리스' 등 상업용은 美 인플레법 보조금 혜택,"키워드: 한국산 전기차/리스/상업용/美 인플레법/보조금 혜택  
결과: 긍정"
"""도움되길 바란다""‥동맹 달래기 나선 미국, 상업용 전기차 보조금 혜택 포함","키워드: 도움/동맹/미국/상업용 전기차/보조금 혜택  
결과: 긍정"
"""전기차 배터리 가격 당분간 안 떨어진다"" 포드 CEO",키워드: 전기차 배터리 가격 / 결과: 부정
"""더이상 '전기차=테슬라' 아냐""…위기 테슬라, 해외선 어떻게 보나","키워드: 전기차, 테슬라, 위기, 해외  
결과: 부정"
"""아파트에 전기차 충전기 설치하긴 했는데…"" 한숨 내쉰 이유 [전기차 30만 시대(2)]","키워드: 아파트/전기차/충전기/설치/한숨/이유/전기차 30만 시대  
결과: 부정"
"중국 전기차 선두 비야디, 올해 누적 판매량 100만대 돌파","키워드: 중국 전기차/비야디/올해 누적 판매량 100만대 돌파  
결과: 긍정"
"美상원, 중국산 배터리·핵심광물 탑재 전기차 세액공제 배제","키워드: 중국산 배터리/핵심광물/세액공제 배제  
결과: 부정"
“전기차 탈없이 타려면 ‘바퀴궁합’ 따져야”…‘대세예감’ 한국타이어 아이온,"키워드: 전기차/바퀴궁합/대세예감/한국타이어 아이온  
결과: 긍정"
한국은 글로벌 전기차 호구,"키워드: 한국/글로벌/전기차/호구  
결과: 부정"
전기차 '10만 대 클럽' 합류했지만..보조금은 줄어,"키워드: 전기차/10만 대 클럽/보조금/줄어  
결과: 부정"
IRA 후 쏟아지는 美 전기차 투자..K배터리 수혜 커진다,"키워드: IRA/전기차/투자/K배터리/수혜  
결과: 긍정"
"국내 전기차 10만대 돌파 속 ""기여금이 '희비' 가른다""","키워드: 전기차/기여금/희비  
결과: 부정"
"‘전기차 대세’ 전환 과도기, 하이브리드차가 내달린다","키워드/전기차 대세, 전환 과도기, 하이브리드차  
결과/부정"
한국산 전기차도 ‘리스 차량’은 IRA 보조금 받는다,"키워드: 한국산 전기차/리스 차량/IRA 보조금  
결과: 긍정"
테슬라 '철옹성' 점유율 저가 전기차에 균열,"키워드: 테슬라/점유율/저가 전기차/균열  
결과: 부정"
"고유가에 날개 단 전기차, 판매량 역대 최대","키워드: 고유가/전기차/판매량/역대 최대  
결과: 긍정"
테슬라 왜 이러나…국내 전기차 관련주 모두 '울상',"키워드: 테슬라/전기차/국내 관련주/울상  
결과: 부정"
'춘추전국시대' 국내 수입전기차 시장..테슬라 쫓는 유럽 브랜드,"키워드: 춘추전국시대/국내 수입전기차 시장/테슬라/유럽 브랜드  
결과: 부정  "
"日 도요타, 전기차 전용 생산라인 자국 내 설치 검토","키워드: 도요타/전기차/전용 생산라인/자국 내 설치  
결과: 긍정"
"BMW 회장 다시 만난 이재용, 전기차 동맹 다졌다","키워드: BMW, 이재용, 전기차, 동맹 / 결과: 긍정"
"중국 전기차 업계, 반도체 이은 배터리 공급난에 생산 차질","키워드: 중국 전기차 업계/반도체/배터리 공급난/생산 차질  
결과: 부정"
"""괜히 전기차 샀다. 고향길=고생길""..'충전고통' 없는 혼다 어코드HV [카슐랭]","키워드: 전기차/고생길/충전고통/혼다 어코드HV  
결과: 부정"
수입전기차 잘 나가는데… 전동화 더딘 ‘르쌍쉐’는 존재감 없어,"키워드: 수입전기차/전동화/르쌍쉐  
결과: 긍정/부정/부정"
"내년부터 들어오는 中전기차, 보조금 대폭 삭감될듯","키워드: 中전기차/보조금 대폭 삭감  
결과: 부정"
"日, 전기차 점유율 2%로 추락…하이브리드 고집 '뼈아픈 패착'","키워드: 전기차 점유율 2%/하이브리드 고집/뼈아픈 패착  
결과: 부정"
"직영 서비스센터 없는 전기차, 내년부터 보조금 삭감","키워드: 직영 서비스센터/전기차/보조금 삭감  
결과: 부정"
"""美 전기차 보조금 받자"".. 獨총리가 직접 뛰고, 日은 美투자 확대",키워드: 美 전기차 보조금 / 결과: 긍정
"중국 전기차 스타트업, 유럽 공략 가속..샤오펑 'P5' 세단 수출",키워드: 중국 전기차 스타트업 / 결과: 긍정
"한미, '전기차 보조금 협의체' 구성 합의","키워드: 한미/전기차 보조금 협의체/구성 합의  
결과: 긍정"
젠틀 미소로 韓전기차 뒤통수..바이든은 '공손한 트럼프'였다 [박현영의 워싱턴 살롱],"키워드: 젠틀 미소, 한국 전기차, 바이든, 공손한 트럼프 / 결과: 부정"
美 전기차 세금혜택 한국차 모두 제외..국내업체 '발등의 불',"키워드: 美 전기차 세금혜택/한국차 제외/국내업체 '발등의 불'  
결과: 부정"
"도요타 CEO ""전기차는 하나의 선택지…정답 아직 불분명""","키워드: 도요타, CEO, 전기차, 선택지, 정답, 불분명 / 결과: 부정"
"자동차연구원 “인도네시아·태국, 전기차 생산에 적극 활용해야”","키워드: 자동차연구원/인도네시아/태국/전기차/생산/적극 활용  
결과: 긍정"
"""작년 세계 전기차 판매량 450만대..두배 이상 급증""",키워드: 전기차 판매량/결과: 긍정
"美·中, 전기차 시장 양강 구도…존재감 없는 韓","키워드: 美·중, 전기차 시장, 양강 구도, 존재감 없는 韓 / 결과: 부정"
‘리스·렌트용’ 한국전기차는 美보조금 받는다,"키워드: 리스, 렌트용, 한국전기차, 미국 보조금 / 결과: 긍정"
"""美 전기차 보조금 차별, 문제있다""…韓 이어 日도 공식서한 제출","키워드 / 결과  
美 전기차 보조금 차별 / 부정  
문제있다 / 부정  
韓 이어 日도 공식서한 제출 / 중립"
"미 ""EU와 전기차 세액공제안 계속 논의""..한미도 곧 실무협의","키워드: 전기차, 세액공제안, 논의, 한미, 실무협의 / 결과: 긍정"
"韓, '전기차 보조금' 문제 제기에.. 美 ""뜻밖이다, 영향 분석중""",키워드: 전기차 보조금/결과: 부정
"전기차 천국 제주, 특수 화재 진압 장비 도입","키워드: 전기차 천국 제주/특수 화재 진압 장비 도입  
결과: 긍정/중립"
선택지 넓어진 전기차..세단·SUV·럭셔리까지,키워드: 선택지 넓어진 전기차 / 결과: 긍정
"혼다, 한국기업과 손잡고 美전기차 시장 노려..EV 배터리 수조원 투자","키워드: 혼다/한국기업/손잡고/美전기차/시장/노려/EV/배터리/수조원/투자  
결과: 긍정"
내년 신차 출시 라인업은?…SUV·전기차로 대세 몰이,"키워드: 신차 출시/ SUV/ 전기차/ 대세 몰이  
결과: 긍정"
中봉쇄 해제 기대감에...개미들 '전기차 ETF' 담는다,키워드: 중봉쇄 해제 기대감/결과: 긍정
"전기차 보험료, 평균 100만원 육박.. ""수리비 비싸고 사고 많아""",키워드: 전기차 보험료/결과: 부정
"美 '전기차 차별법' 개정 물거품?..정부 ""기존 협의 상황 여전""",키워드: 전기차 차별법/결과: 부정
"테슬라 값질, '5999만원 꼼수' 덕분..전기차 대세, 5490만원 [세상만車]","키워드: 테슬라/값질/꼼수/전기차 대세/5490만원  
결과: 부정"
"""아무리 뿌려도 안꺼지는 전기차 불""…두시간 넘게 지속","키워드: 전기차/불/지속  
결과: 부정"
테슬라 3분기 매출 '어닝 미스'..전기차 인도량 목표 낮춰(종합2보),"키워드: 테슬라/3분기/매출/어닝 미스/전기차/인도량/목표 낮춰  
결과: 부정"
"EU도 美인플레법에 반발…""유럽 전기차, 북미산 동등 대우해야""","키워드: EU/美인플레법/반발/유럽 전기차/북미산 동등 대우  
결과: 부정"
“테슬라 비켜” 전기차 대중화로 1위 노리는 GM,"키워드: 테슬라, 전기차, 대중화, 1위, GM / 결과: 긍정적"
"미·EU, 인플레법 전기차 보조금 협의 TF 공식 발족","키워드: 미·EU/인플레법/전기차/보조금/협의/TF/공식 발족  
결과: 긍정"
"美 ""상업용 전기차도 보조금 대상""...로이터 ""한국의 승리""","키워드: 상업용 전기차/보조금/한국의 승리  
결과: 긍정"
"한미협력으로 첫삽 뜬 현대 전기차공장..""한국은 신뢰할 파트너""","키워드: 한미협력/첫삽/현대 전기차공장/신뢰할 파트너  
결과: 긍정"
"미국 IRA에 대응하나···환경부, 수입전기차 보조금 깎는 개편안 추진",키워드: 미국 IRA/환경부/수입전기차/보조금/개편안/결과: 부정
"신차 이어 중고 전기차도 인기..등록하면 팔리고, 가격 오르고","키워드: 신차/중고 전기차/인기/등록/팔리고/가격 오르고  
결과: 긍정"
"국내 전기차 판매량, 하이브리드차 사상 첫 추월","키워드: 국내 전기차 판매량 / 하이브리드차 추월  
결과: 긍정"
국산 전기차 내수 판매 질주… 올해 처음 10만대 넘어섰다,"키워드: 국산 전기차/내수 판매/질주/올해/10만대 넘어섰다  
결과: 긍정"
"폭스콘, 사우디 국부펀드와 손잡고 전기차 만든다","키워드: 폭스콘/사우디/국부펀드/전기차  
결과: 긍정"
"美 인플레이션 감축법, 전기차 시장에도 '칼바람'","키워드: 미국 인플레이션 감축법/전기차 시장/칼바람  
결과: 부정"
"獨, 3년간 8.83조원 투입해 전기차 중전망 대대적 확장","키워드: 독일/3년간/8.83조원/전기차/대대적 확장  
결과: 긍정"
[설왕설래] 전기차 '배터리 대란',"키워드: 전기차/배터리 대란  
결과: 부정"
"'매년 10만개' 전기차 폐배터리 어디다 쓰나..""기준이 없어요""",키워드: 전기차 폐배터리/결과: 부정
숨통 트인 현대차···IRA “리스 전기차도 보조금 준다”,"키워드: 현대차/ IRA/ 리스/ 전기차/ 보조금  
결과: 긍정"
"아이폰의 폭스콘, '전기차' 업계 TSMC가 될 수 있을까","키워드: 아이폰/폭스콘/전기차/TSMC  
결과: 중립"
"""전기차 충전에 걸리는 시간 아이폰보다 빨라진다"" WSJ","키워드: 전기차/충전시간/아이폰/빨라진다  
결과: 긍정"
전기차 무선충전 시대 도래한다,"키워드: 전기차/무선충전/시대/도래  
결과: 긍정"
"[단독]미 의회서도 ""한국 전기차 차별 바로잡을 것""",키워드: 한국 전기차 차별 / 결과: 긍정
2700만원 싼 '보급형 전기차' 나온다,키워드: 보급형 전기차/결과: 긍정
전기차 충전기 통신방식 표준화한다,"키워드: 전기차/충전기/통신방식/표준화  
결과: 긍정"
렉서스 첫 전기차·PHEV 한국 출시,"키워드: 렉서스, 첫 전기차, PHEV, 한국 출시 / 결과: 긍정"
"인천·제주, 전기차 보급 우수 지자체로 선정…장관 표창","키워드: 인천·제주/전기차/보급/우수/지자체/선정/장관/표창  
결과: 긍정"
"""전기차, 직영 AS센터 있어야 보조금""…개편안 의견수렴","키워드: 전기차/직영 AS센터/보조금/개편안  
결과: 부정"
"전경련 ""전기차 시대..인도네시아, 아세안 최상 협력 파트너""","키워드: 전경련/전기차/인도네시아/아세안/협력 파트너  
결과: 긍정"
"현대차, IRA 걱정 덜었다…'리스 전기차'에는 보조금 지급","키워드: 현대차/IRA/리스 전기차/보조금 지급  
결과: 긍정"
북미시장 '한국산 전기차' 고전...IRA 돌파구 시급,"키워드: 북미시장/한국산 전기차/고전/IRA/돌파구  
결과: 부정"
美 전기차 공장서 제네시스·현대·기아차 함께 만든다,"키워드 / 결과  
美 전기차 공장 / 긍정  
제네시스·현대·기아차 / 긍정  
함께 만든다 / 긍정"
전기차 다이어트 시키는 두산 PFC 뭐길래,"키워드: 전기차/다이어트/두산 PFC  
결과: 부정"
中 폭발적 전기차 수요..8월만 66만대 넘게 팔려 '역대 최다',"키워드 / 결과  
중폭발적 전기차 수요 / 긍정  
8월 / 긍정  
66만대 / 긍정  
팔려 / 긍정  
역대 최다 / 긍정  "
"하이브리드, ""전기차에 자리 내준다 vs 아직은 건재""","키워드: 하이브리드/전기차/자리 내준다/건재  
결과: 부정/긍정/긍정/긍정"
"아웃렛 화재 원인 전기차 아니라지만.. ""아파트 주차장도 대비해야""","키워드: 전기차/화재/아파트 주차장/대비  
결과: 부정"
"택시 요금, 전기차라고 비싸도 될까?","키워드: 택시 요금/전기차/비싸다  
결과: 부정  "
IRA로 새국면 맞은 전기차 레이스..현대차 위상 달라질까,"키워드: IRA/새국면/전기차/레이스/현대차/위상  
결과: 긍정"
"""사람만 인생 2모작 하나요""..죽어도 살아나는 전기차 배터리",키워드: 전기차 배터리 / 결과: 긍정
속수무책 전기차 화재..대책은?,"키워드: 전기차/화재/대책  
결과: 부정"
<오후여담>전기차 전비(電費),"키워드: 전기차/전비  
결과: 중립"
"바이든 ""전기차 미국 내 생산"" 재차 강조..한·미 협상 장기화하나(종합)","키워드: 바이든/전기차/미국 내 생산/강조/한미 협상/장기화  
결과: 긍정/부정/긍정/긍정/부정/부정"
팽창하는 전기차 시장…인프라·배터리·데이터로 맞춤정비 나선다,"키워드: 전기차 시장/인프라/배터리/데이터/맞춤정비  
결과: 긍정"
전기차 맞아? 車안서 문서 작업해도 멀미 안나네,"키워드: 전기차/멀미 안나네  
결과: 긍정"
"정의선의 첫 공장, 현대차그룹 미국 전기차 공장 첫 삽 떴다","키워드: 정의선/첫 공장/현대차그룹/미국 전기차 공장/첫 삽  
결과: 긍정"
가격 20만원 비싸도…전기차 전용 타이어 시장도 가속도 낸다,"키워드/결과  
가격, 비싸도, 전기차, 전용 타이어, 시장, 가속도 / 긍정"
"韓, '전기차 차별' 해소방안 제안..美 ""가능한 모든 방안 살펴""(종합)","키워드/결과  
전기차 차별/부정  
해소방안 제안/긍정  
미국/중립  "
전기차 기계식 주차하려면..'이것' 꼭 확인해야,"키워드 / 결과  
전기차, 기계식 주차 / 긍정"
"전기차, 하이브리드차 넘을까..車업계 순수 전기차 출시 '박차'","키워드/결과  
전기차/긍정  
하이브리드차/부정  
차업계/긍정  
순수 전기차/긍정  
출시/긍정  
박차/긍정  "
제주서 ‘전기차 규제’ 풀었더니 250억원 투자금 몰려,"키워드: 제주/ 전기차/ 규제/ 투자금  
결과: 긍정"
전기차 바퀴는 특별하다고?..'전용 타이어' 경쟁 후끈,"키워드 / 결과  
전기차, 바퀴, 특별, 전용 타이어, 경쟁 / 긍정"
美 “韓전기차도 ‘리스 차량’은 보조금” [뉴스 투데이],"키워드: 한국 전기차/리스 차량/보조금  
결과: 긍정"
"""전기차의 미래 보여줬다"" 중앙일보 '올해의 차'에 BMW iX","키워드 / 결과  
전기차, 미래, BMW iX / 긍정"
[하이빔]국내 모든 차가 전기차로 바뀐다면,"키워드: 국내/모든 차/전기차/바뀐다  
결과: 긍정"
"테슬라, 태국 시장 진출…중국 전기차와 격돌","키워드: 테슬라/태국 시장 진출/중국 전기차/격돌  
결과: 부정"
36분 충전해 400km 씽씽~ 전기차 같지 않아 더 끌리네 [시승기],"키워드: 36분/충전/400km/씽씽/전기차/끌리네  
결과: 긍정"
"""전비 높여라""..車업계, 전기차 '다이어트' 나섰다","키워드: 전비/전기차/다이어트  
결과: 부정"
[시승기] 북유럽 디자인 감성 담았다..스웨덴 전기차 폴스타 2,"키워드/결과  
북유럽 디자인, 감성, 스웨덴 전기차 폴스타 2/긍정"
"[하이빔]전기차 보조금 없앤 영국, 한국은?","키워드: 전기차/보조금/영국/한국  
결과: 부정"
"기초체력 키운 중국 전기차, 세계시장 공습 시작됐다","키워드: 기초체력/중국 전기차/세계시장 공습  
결과: 긍정"
[fn스트리트] 중국 전기차 BYD,키워드: 중국 전기차 BYD / 결과: 중립
"이재용, BMW 회장 만났다…13년 이어온 '전기차 동맹' 강화","키워드: 이재용/BMW 회장/만났다/전기차 동맹/강화  
결과: 긍정"
"'전기차 비중 미달' 벌금 압박에..한국GM, 올 1000대 더 수입할 판",키워드: 전기차 비중 미달/부정
"혼다, 韓기업과 손잡고 美전기차 시장 공략..배터리 생산 약 6조 투자(종합)","키워드: 혼다/韓기업/손잡고/美전기차/시장/공략/배터리/생산/약/6조/투자  
결과: 긍정"
BMW 'i3′·벤츠 'EQC'.. 단종하는 1세대 전기차,"키워드: BMW, i3, 벤츠, EQC, 단종, 1세대, 전기차 / 결과: 부정"
"블링컨 美국무 ""IRA 유럽 우려 들어…TTC서 전기차 등 논의""","키워드: 블링컨/美국무/IRA/유럽/우려/TTC/전기차/논의  
결과: 긍정"
"""착해서 샀는데, 뒤통수 때린 전기차""..'석탄차' 변질, 다시 살맛나려면 [왜몰랐을카]","키워드: 착해서 샀는데/뒤통수 때린/전기차/석탄차/변질/다시 살맛나려면  
결과: 부정"
머스크 콧대도 꺾은 중국 전기차… ‘중국차’ 빼고 쪼그라들었다,"키워드: 머스크/중국 전기차/중국차/꺾은/쪼그라들었다  
결과: 부정"
국내 전기차 10대 중 9대 기계식 주차장 이용 못 해,"키워드: 전기차/기계식 주차장/이용 못 해  
결과: 부정"
늘어나는 억대 전기차 판매..전기차 시장도 양극화?,"키워드: 억대 전기차 판매/전기차 시장/양극화  
결과: 긍정/부정/부정"
내년부터 국가·지자체·공공기관은 전기차·수소차만 구매,"키워드: 국가, 지자체, 공공기관, 전기차, 수소차 / 결과: 긍정"
중국 전기차 선두 비야디 판매량 두달 연속 20만대 돌파,"키워드: 중국 전기차 / 비야디 / 판매량 / 두달 연속 / 20만대 돌파  
결과: 긍정"
"지프, 4xe 데이에서 차세대 전기차 제품군 선봬","키워드: 지프/4xe 데이/차세대 전기차/제품군  
결과: 긍정"
"서울 택배 화물차·배달오토바이, 모두 전기차로 바꾼다","키워드 / 결과  
서울, 택배, 화물차, 배달오토바이, 전기차 / 긍정"
"BMW ""내연기관 종말 아니다..전기차 인프라 준비 안돼""","키워드: BMW/내연기관/종말/전기차/인프라  
결과: 부정"
[알아봅시다①]전기차 배터리 충전 시간은 왜 다를까?,"키워드: 전기차/배터리/충전 시간  
결과: 중립"
"'하이브리드' 퇴출하는 유럽, 전기차 가속페달 밟나","키워드: 하이브리드/전기차  
결과: 긍정"
부드럽고 묵직하게… ‘내연기관차 같은 전기차’,"키워드: 부드럽고 묵직하게/내연기관차 같은 전기차  
결과: 긍정"
"중국 저가 전기차, 일본시장 높은 벽 뚫었다..""틈새전략 성공""","키워드: 중국 저가 전기차/일본시장/틈새전략 성공  
결과: 긍정"
"""바이든 전기차정책, 동맹만 배제..소비자·기후에도 비용될 것""",키워드: 바이든 전기차정책/ 결과: 부정
[전기차 10만대 시대②]정부 '친환경차 보급 목표제'로 탄력받나,"키워드: 전기차/정부/친환경차/보급 목표제  
결과: 긍정"
현대차그룹. 전기차 충돌 안전성 입증,"키워드: 현대차그룹/전기차/충돌/안전성/입증  
결과: 긍정"
소음 줄이고 내구성·전비 높여… 한국타이어 전기차 타이어 ‘아이온’,"키워드 / 결과  
소음, 줄이고, 내구성, 전비, 높여, 한국타이어, 전기차, 타이어, 아이온 / 긍정"
"기아 노사, 화성 전기차 전용공장 생산량 놓고 '신경전'","키워드: 기아/노사/전기차/전용공장/생산량/신경전  
결과: 부정"
"“전기차에 관심 많은 아세안, 생산·수출기지로 활용해야”","키워드: 전기차/관심/아세안/생산/수출기지  
결과: 긍정"
"美 전기차 보조금 중단으로 고민 커진 현대차그룹, 해법은?",키워드: 전기차 보조금/결과: 부정
"옐런 ""전기차 보조금, 한국 우려 알지만..법대로 시행""","키워드: 옐런/전기차 보조금/한국 우려/법대로 시행  
결과: 부정"
"대기업 '우후죽순'..전기차 충전 사업, LG도 가세","키워드: 대기업/우후죽순/전기차/충전 사업/LG/가세  
결과: 부정"
초비상 걸린 전기차..미 재무부 지침 마련 때가 '마지막 기회',"키워드: 초비상/미 재무부/지침 마련/마지막 기회  
결과: 부정"
제주도 전기차 3만 시대…‘전기차 메카’ 위한 과제는?,키워드: 제주도 전기차 3만 시대 / 결과: 긍정
"중국 3대 전기차 스타트업, 작년 판매 실적 '날개'",키워드: 중국 3대 전기차 스타트업 / 결과: 긍정
전기차 주행 시에도 온실가스 배출? 친환경차 '전 과정 평가' 도입 검토,"키워드 / 결과  
전기차 / 부정  
주행 / 부정  
온실가스 배출 / 부정  
친환경차 / 긍정  
전 과정 평가 / 긍정  
도입 검토 / 부정"
[뒤끝작렬]전기차 불난 한국집에 기름 붓는 미국 장관들,"키워드: 전기차 / 불난 / 한국집 / 기름 붓는 / 미국 장관들  
결과: 부정"
"""전기차 시대? 멀었다"".. 내연차 포기 못하는 도요타·포드","키워드: 전기차 시대? / 내연차 / 포기 못하는 / 도요타 / 포드  
결과: 부정"
"美당국자 ""해리스, 전기차 협상차 한덕수 만난게 아냐""","키워드/결과  
해리스, 전기차 협상, 한덕수 / 부정"
"전기차 전환 속도내는 포드, 3000명 줄인다","키워드: 포드/전기차 전환/3000명 줄인다  
결과: 부정"
"美 전기차 지원법 한국산 모두 제외 '비상'..업계, 총력 대응전",키워드: 전기차 지원법/결과: 부정
상반기 전기차 판매 2위였는데..'美 우선주의' 암초,키워드: 전기차 판매 2위/ 결과: 부정
"""투자금 확보에 유리"".. 포드 이어 르노도 전기차 분사",키워드: 투자금 확보/결과: 긍정
[뉴스 속 경제] 전기차 산업 누가 주도하나?,키워드: 전기차 산업/결과: 중립
'11만대' 인기모델 그랜저도 전기차 시대엔 사라진다,"키워드: 11만대/인기모델/그랜저/전기차/사라진다  
결과: 부정"
전기차 따로 떼내면 테슬라 따라잡을까,"키워드: 전기차/테슬라  
결과: 부정"
"韓 ""협의체 구성 합의""에 美는 묘한 발표..전기차 갈등 온도차","키워드: 협의체 구성 합의/미래의 협력/전기차 갈등  
결과: 부정"
2030년 전기차 330만대 생산..5년간 '95조+α' 투자 지원,"키워드: 전기차/생산/투자  
결과: 긍정"
인플레법 우려 현실됐다..현대차그룹 美 전기차 판매 크게 감소(종합),"키워드: 인플레법/우려/현대차그룹/美/전기차 판매/감소  
결과: 부정"
