Press,Title,Analysis
비즈워치,"[인사이드 스토리]삼성SDI, 전기차 한파에도 여유있는 이유","이 제목의 키워드는 ""삼성SDI"", ""전기차"", ""한파"", ""여유""입니다. 

전반적으로 긍정적인 느낌을 주며, 특히 ""여유""라는 단어가 긍정적인 상황을 암시하고 있습니다. 따라서 감성 분석 결과는 **긍정**입니다."
매일경제,전기차 둔화에 … LG엔솔·포드 합작사 철회,"이 제목에서 ""전기차 둔화""는 부정적인 상황을 나타내고, ""합작사 철회"" 역시 부정적인 의미를 포함하고 있습니다. 따라서, 이 제목의 감성 분석 결과는 '부정적'으로 판단합니다."
머니투데이,'전기차·용오름·비브리오패혈증'…신종 재난 위험요소로 선정,"분석 결과: 부정

키워드 ""신종 재난 위험요소"", ""비브리오패혈증"" 등은 부정적인 상황을 암시하고 있습니다."
조선비즈,"올해 美 전기차 판매량, 사상 첫 100만대 돌파","분석 결과: 긍정

키워드: ""전기차 판매량"", ""사상 첫 100만대 돌파"" - 이는 긍정적인 성과를 나타내며, 전기차 시장의 성장과 성공을 강조하고 있습니다."
매일경제,“에이~ 전기차로 무슨 드리프트?”…스포츠카 맞먹을 정도라는데 [시승기],"이 제목은 ""전기차,"" ""드리프트,"" ""스포츠카""라는 키워드를 포함하고 있습니다. 드리프트와 스포츠카의 언급은 긍정적인 의미를 내포하고 있으며, 전기차의 성능에 대한 기대감을 표현하고 있습니다. 따라서 전체적으로 긍정적인 감성을 가지고 있다고 분석할 수 있습니다.

결과: 긍정"
SBS,"전기차 충돌 직후 불길 '활활'…""사람 있다"" 몸 던진 시민","이 제목은 부정적인 감성을 나타냅니다. ""충돌"", ""불길"", ""사람 있다""와 같은 단어들이 위기 상황을 강조하고 있습니다. 따라서 이 내용은 사건의 심각성을 반영하고 있어 부정적인 감정이 지배적입니다."
조선비즈,"프랑스, 中 겨냥 전기차 보조금 축소 방침에…“韓·日 업체 물론 테슬라도 타격”","제목의 키워드를 분석한 결과:

- ""프랑스""
- ""中 겨냥 전기차 보조금 축소""
- ""韓·日 업체 뿐만 아니라 테슬라도 타격""

분석 결과: **부정** 

이 제목은 전기차 보조금 축소로 인해 여러 업체가 타격을 받을 것이라는 내용을 담고 있어 부정적인 감정을 나타냅니다."
조선일보,거품꺼지는 전기차 ‘파산·감원’… 이제 옥석이 가려진다,"분석 결과: 부정

키워드: 거품, 파산, 감원, 가려진다  
이 제목은 전기차 산업의 부정적인 상황을 나타내고 있으며, '파산'과 '감원'이라는 단어가 부정적인 감정을 전달하고 있습니다."
오마이뉴스,"폭스바겐의 도전, ""경제위기속 과도기, 결국 전기차로 갈것""","이 제목은 긍정적인 감정을 나타냅니다. ""도전""과 ""결국 전기차로 갈것""이라는 표현에서 긍정적인 미래에 대한 기대감이 드러납니다. 따라서 이 제목의 분석 결과는 **긍정**입니다."
연합뉴스,"테슬라, EU '中전기차 보조금 조사' 불똥…""불공정 혜택 조사""","이 제목에서 키워드는 ""테슬라"", ""EU"", ""전기차"", ""불공정"", ""조사""입니다. 

감정 분석 결과: 부정 

이 제목은 테슬라가 EU의 조사와 관련된 부정적인 사안(보조금 조사와 불공정 혜택)에 연관되어 있어 부정적인 감정을 나타냅니다."
경향신문,"“전기차 충전해주세요” 부르면, 배터리가 달려갑니다","분석 결과: 긍정

이 제목은 전기차의 충전 기능이 혁신적이고 편리하다는 긍정적인 이미지를 전달하고 있습니다. ""배터리가 달려갑니다"" 부분이 특히 흥미롭고 긍정적인 감정을 자아냅니다."
전자신문,"현대차, 日 코나 EV 2500만원대 판매…전기차 승부수 띄운다","분석 결과: 긍정

키워드 ""판매"", ""승부수"", ""EV"" 등이 긍정적인 의미를 내포하고 있어, 현대차의 전기차 판매 전략에 대한 긍정적인 소식을 나타냅니다."
머니투데이,"""전기차 보조금 680만원+α 한시 확대""","제목의 키워드 ""전기차 보조금"", ""680만원"", ""한시 확대""는 전기차에 대한 지원 정책을 긍정적으로 나타내고 있습니다. 보조금의 확대는 전기차 구매를 촉진할 수 있는 긍정적인 소식으로 해석될 수 있습니다.

따라서, 이 제목의 감성 분석 결과는 **긍정적**입니다."
연합뉴스,"올들어 유럽·아시아 車 수출 호조…""미 전기차 보조금 영향""","제목의 키워드: 유럽, 아시아, 자동차 수출, 호조, 미 전기차 보조금

분석 결과: 긍정"
매일경제,"“누굴 탓해, 전기차 산 네가 호갱”…‘망했다’ 욕먹던 일본차, 인기폭발? [세상만車]","이 제목은 부정적인 감정을 내포하고 있습니다. ""누굴 탓해""와 ""망했다""라는 표현이 부정적인 반응을 암시하며, 특히 ""호갱""이라는 단어는 소비자를 비하하는 느낌을 줍니다. 전반적으로 부정적인 요소가 강하므로 분석 결과는 **부정**입니다."
지디넷코리아,"머스크 ""저가형 테슬라 전기차, 사람들 매료시킬 것""","분석 결과: 긍정

키워드: ""저가형 테슬라 전기차"", ""사람들 매료""  
해석: 저가형 전기차에 대한 기대감과 긍정적인 반응이 부각되고 있으며, 사람들이 매료될 것이라는 언급이 긍정적인 감정을 전달합니다."
조선비즈,기아 새 전기차 EV3·4·5 동시 공개… 내년부터 출시,"이 제목은 ""기아"", ""새 전기차"", ""동시 공개"", ""내년부터 출시""와 같은 긍정적인 키워드가 포함되어 있습니다. 전기차의 출시 계획과 함께 여러 모델이 공개되는 내용을 담고 있어 기대감을 높이는 요소가 있습니다. 

결과: 긍정"
뉴시스,"질주하던 LG전자, 전기차 시장 하락세에 동반 '주춤'","분석 결과: 부정  
키워드 ""하락세"", ""주춤""이 부정적인 의미를 담고 있어 전기차 시장에서의 부진을 나타냅니다."
뉴시스,"""전기차도 팝니다""…기아도 인증 중고차 사업 나선다","키워드: ""전기차"", ""팝니다"", ""기아"", ""인증 중고차 사업""

분석 결과: 긍정

설명: 제목은 전기차의 새로운 판매 접근 방식인 인증 중고차 사업을 시작한다는 내용을 담고 있어, 긍정적인 사업 확장을 암시하고 있습니다."
머니투데이,"전기차 충전소, 불나면 대형 피해···보험 안되는 사각지대","제목의 키워드: ""전기차 충전소"", ""불"", ""대형 피해"", ""보험"", ""사각지대""

분석 결과: 부정"
조선일보,수리비는 비싸고 주차장에선 ‘눈치밥’…애물단지 취급받는 전기차,"제목의 키워드를 분석해보면 ""수리비는 비싸고"", ""주차장에선 ‘눈치밥’"", ""애물단지 취급받는"" 등 부정적인 어조가 prominent합니다. 이로 인해 전기차에 대한 부정적인 인식이 드러납니다. 

따라서 이 제목은 **부정적**이라고 평가할 수 있습니다."
경향신문,"테슬라, 북미 전기차 충전 방식 평정…한국도 바꾸나 ‘촉각’","이 제목은 ""테슬라"", ""북미 전기차 충전 방식"", ""한국도 바꾸나""와 같은 키워드를 포함하고 있습니다. 전체적으로 북미의 전기차 충전 방식의 변화가 한국에 미칠 영향에 대한 주제를 다루고 있습니다.

분석 결과: 중립"
한국경제TV,프랑스 이어 독일도…전기차 보조금 '중단',"부정: ""중단""이라는 단어가 부정적인 느낌을 주며, 전기차 보조금의 중단은 전기차 산업에 대한 부정적인 신호로 해석될 수 있습니다."
동아일보,"정부, 전기차 보조금 연말까지 한시적 확대","긍정: ""정부"", ""전기차"", ""보조금"", ""확대""라는 키워드가 포함되어 있어, 정부의 지원 정책이 긍정적으로 작용할 가능성이 높습니다. 보조금 확대는 전기차 구매 촉진에 도움이 될 것으로 보입니다."
KBS,“2년 내 대형 사고 우려” 전기차 안전 대책 ‘경고등’ [친절한 뉴스K],"이 제목에서 ""대형 사고 우려""와 ""경고등""이라는 키워드가 사용되어 부정적인 감정을 전달하고 있습니다. 따라서 감성 분석 결과는 **부정**입니다."
연합뉴스,중국外 전기차 배터리 시장서 LG엔솔-CATL '박빙 경쟁' 계속,"제목의 키워드는 ""중국外"", ""전기차"", ""배터리 시장"", ""LG엔솔"", ""CATL"", ""박빙 경쟁""입니다. 

분석 결과: 중립 

제목은 전기차 배터리 시장의 경쟁 상황을 설명하고 있으며, 긍정적 또는 부정적인 감정을 담고 있지 않습니다."
더팩트,"中 화웨이, 전기차 충전시장 진출 선언","분석 결과: 중립

이 제목은 화웨이가 전기차 충전시장에 진출한다는 사실을 단순히 전달하고 있으며, 긍정적이나 부정적인 감정을 나타내지 않습니다."
뉴시스,"[르포]""정주영의 꿈, 정의선이 100년 더""…현대차 전기차공장","이 뉴스 제목은 긍정적인 감정을 전달합니다. ""정 주영의 꿈""과 ""정의선이 100년 더""라는 표현은 현대차의 미래 비전과 발전 가능성을 강조하고 있습니다. 따라서 분석 결과는 긍정입니다."
머니투데이,"""부모한테 배웠냐, XX""…전기차 충전칸 '알박기 주차' 신고했더니","이 제목은 부정적인 감정을 담고 있습니다. ""알박기 주차""와 같은 표현은 부정적인 상황을 묘사하고 있으며, ""부모한테 배웠냐""라는 말은 비난적인 뉘앙스를 포함하고 있습니다. 따라서 이 제목은 부정으로 분류할 수 있습니다."
지디넷코리아,"""2030년 전기차 160만대 판매""...기아가 자신한 이유","분석 결과: 긍정

키워드 ""2030년"", ""전기차"", ""160만대 판매"", ""기아"", ""자신한 이유""는 전기차 판매의 증가와 기아의 긍정적인 전망을 나타내므로 긍정적인 감정을 유발합니다."
국민일보,‘그렇게 경고했는데’… 오락가락 정책에 꼬여버린 전기차 전략,"이 제목에서는 ""경고"", ""오락가락 정책"", ""꼬여버린""과 같은 부정적인 키워드가 사용되고 있습니다. 따라서 이 제목의 감성 분석 결과는 **부정**입니다."
조선비즈,"티비유, 서울시와 손잡고 ‘찾아오는 전기차 충전 서비스’","분석 결과: 긍정

키워드: ""서울시와 손잡고"", ""찾아오는 전기차 충전 서비스""는 협력과 편리함을 강조하여 긍정적인 느낌을 줍니다."
세계일보,“전기차 대중화”… 값 낮추고 크기 줄인 ‘보급형’ 출시 드라이브 [이슈 속으로],"분석 결과: 긍정

이 제목은 '전기차 대중화', '값 낮추고', '보급형 출시' 등의 긍정적인 키워드를 포함하고 있어 전기차의 보급과 접근 가능성을 높이는 발전적인 방향성을 나타내고 있습니다."
조선비즈,"앞은 맥라렌, 뒤는 포르셰?… 中 샤오미 전기차 첫 공개","분석 결과: 긍정

이 제목은 샤오미의 전기차가 두 명품 브랜드인 맥라렌과 포르셰와 비교되며 주목을 받고 있다는 점에서 긍정적인 반응을 나타냅니다."
중앙일보,"中 지분 25% 넘는 배터리 합작사, 美 전기차 보조금 못 받는다","분석 결과: 부정

키워드 분석: ""지분 25% 넘는"", ""못 받는다"" 등의 표현이 부정적인 뉘앙스를 주고 있습니다. 이는 전기차 관련 기업이 미국의 보조금을 받지 못하게 되는 상황을 나타내어 부정적 결과를 시사합니다."
경향신문,"살 사람 다 샀나…전기차, ‘가격’이 승부처","분석 결과: 부정

키워드 '가격'과 '승부처'에서 다소 부정적인 뉘앙스가 느껴지며, '살 사람 다 샀나'의 표현도 소비자의 피로감이나 시장의 포화 상태를 암시합니다."
디지털타임스,"KTC, 전기차 충전기 OCPP 시험기관됐다","분석 결과: 긍정

키워드 분석: ""KTC"", ""전기차 충전기"", ""시험기관 됐다""는 긍정적인 의미를 갖고 있으며, 전기차 충전 인프라가 확장되고 발전하는 시점을 나타내고 있습니다."
연합뉴스TV,전기차 화재 줄어들까…배터리 안전성 인증제 도입 논의,"이 제목은 ""전기차 화재"", ""줄어들까"", ""배터리 안전성 인증제 도입 논의""와 같은 키워드를 포함하고 있습니다. 전기차에 대한 안전성과 관련된 논의이며, 긍정적인 발전(인증제 도입)이 검토되고 있지만 불확실성(줄어들까)도 함께 언급되고 있습니다. 

결과적으로, 이 제목은 중립적이라고 분석할 수 있습니다."
일간스포츠,몸값 낮추는 전기차,"제목 ""몸값 낮추는 전기차""에서 '몸값 낮추는'이라는 표현은 부정적인 어감을 포함하고 있습니다. 이로 인해 전기차의 가치를 낮추는 인상을 주기 때문에 전체적으로 부정적인 감성으로 분석됩니다. 

결과: 부정"
뉴시스,포항에 전기차 배터리 자원순환 집적단지 들어선다,"분석 결과: 긍정

키워드: ""전기차"", ""배터리"", ""자원순환"", ""집적단지"" - 전기차의 지속 가능성과 자원 순환의 나쁜 영향을 줄이기 위한 긍정적인 발전을 나타내는 제목입니다."
머니투데이,"바이든이 그렇게 미는데…美 전기차보다 하이브리드가 인기, 왜?","이 제목은 부정적인 감정을 담고 있습니다. ""바이든이 그렇게 미는데""라는 표현은 비판적인 뉘앙스를 가지고 있으며, ""미국 전기차보다 하이브리드가 인기, 왜?"" 부분은 전기차에 대한 의구심과 부정적인 비교를 내포하고 있습니다. 따라서 전체적으로 부정적인 감정으로 분석할 수 있습니다."
오마이뉴스,방직기계부터 전기차까지…자동차 미래를 말하다,"이 제목은 ""미래""와 ""자동차""와 같은 긍정적인 키워드를 포함하고 있어 긍정적인 의미를 전달합니다. 따라서 이 제목의 감성 분석 결과는 **긍정**입니다."
연합뉴스,"GM, 전기차 생산 목표치 인하…""시장 수요 둔화 반영""","분석 결과: 부정

키워드 분석:
- ""전기차 생산 목표치 인하"" → 부정적인 상황을 나타냄
- ""시장 수요 둔화"" → 시장의 부정적인 변화 반영

종합적으로 볼 때, 긍정적인 의미보다는 부정적인 의미가 강하게 드러납니다."
오토타임즈,"국토부, 전기차 배터리 인증제로 안전성 개선","긍정적 분석 결과입니다. ""안전성 개선""이라는 표현이 긍정적인 의미를 내포하고 있어, 전기차 배터리의 안전성 향상을 강조하고 있습니다."
파이낸셜뉴스,3분기 최대 실적 낸 현대차… 전기차 개발 속도 올린다,"제목의 키워드 ""최대 실적"", ""전기차 개발 속도 올린다""는 긍정적인 의미를 내포하고 있습니다. 따라서 이 뉴스 제목의 감성 분석 결과는 **긍정**입니다."
키즈맘,"""포르쉐 닮았네""...샤오미 첫 전기차 'SU7' 사진 공개","이 제목은 중립적인 감성을 가지고 있습니다. ""포르쉐 닮았네""라는 표현은 긍정적인 느낌을 줄 수 있지만, 전체적으로는 샤오미의 첫 전기차에 대한 사실 전달이 주된 내용이므로 중립적으로 판단됩니다."
오토타임즈,"프랑스, 유럽산 전기차에만 보조금 준다","제목의 키워드: 프랑스, 유럽산, 전기차, 보조금

분석 결과: 부정

설명: 프랑스가 유럽산 전기차에만 보조금을 지급하는 정책은 외국산 전기차에 대한 차별적인 대우로 해석될 수 있으며, 이는 글로벌 시장에서의 공정 거래 원칙에 반하는 조치로 여겨질 수 있습니다. 따라서 부정적인 감정을 야기할 수 있습니다."
한국경제,부품사 무게중심 '스마트폰→전기차' 이동,"분석 결과: 중립

이 제목은 부품사의 비즈니스 초점 변화에 대한 정보 전달로, 긍정적 또는 부정적 감정을 나타내지 않습니다."
연합뉴스,"中프리미엄 전기차 지커, 反보조금 분쟁지 유럽시장 '노크'","이 제목은 ""中프리미엄 전기차 지커, 反보조금 분쟁지 유럽시장 '노크'""로, 다음과 같은 키워드를 가지고 있습니다: ""프리미엄 전기차"", ""반 보조금"", ""유럽시장"", ""노크"". 

여기서 ""프리미엄 전기차""는 긍정적인 이미지를 줄 수 있지만, ""반 보조금""이라는 표현은 부정적인 상황을 암시합니다. ""유럽시장 '노크'""는 진출 의지를 나타내는 중립적인 표현입니다. 

종합적으로 볼 때, 이 제목은 전기차 시장 진입에 대한 긍정적인 의지를 보이지만, 부정적인 상황(반 보조금 분쟁)이 언급되어 있어 전체적으로는 중립적인 감정으로 분석됩니다. 

결과: 중립"
머니투데이,"자동차세 기준 배기량→차값…""비싼 전기차 굳이 사겠나""","이 제목은 '비싼 전기차', '굳이 사겠나'와 같은 부정적인 표현이 포함되어 있어 부정적인 감정을 나타냅니다. 따라서 분석 결과는 **부정**입니다."
중앙일보,전기차 걱정의 절반은 '화재'... “비상시 문 여는 요령 익혀야”,"이 제목은 부정적인 감정을 포함하고 있습니다. '걱정', '화재'와 같은 단어는 우려와 불안감을 나타내기 때문에, 전반적으로 부정적인 감성으로 분석됩니다."
전자신문,"3000대 쌓인 '캐스퍼'…17% 할인해 재고 털고, 전기차 전환 가속","분석 결과: 중립

키워드 ""재고 털고""와 ""전기차 전환 가속""이 혼합된 의미를 가지고 있어 긍정적이고 부정적인 요소가 함께 포함되어 있습니다. 따라서 전반적인 감정은 중립으로 판단됩니다."
YTN,'열 폭주' 전기차 배터리 폭발 화재...진화 방법은?,"분석 결과: 부정  

이 제목은 '열 폭주', '폭발', '화재'와 같은 부정적인 키워드가 포함되어 있어 전체적으로 위험하고 부정적인 상황을 나타냅니다."
뉴시스,전기차 판매 둔화에…배터리업계 경쟁력 강화 '집중',"이 제목은 전기차 판매 둔화라는 부정적인 상황을 언급하면서, 배터리 업계가 경쟁력 강화를 위해 집중하고 있다는 내용을 담고 있습니다. 전체적으로 상황이 좋지 않다는 뉘앙스가 강조되어 있으며, 긍정적인 메시지보다는 부정적인 요소가 두드러집니다. 

결과: 부정"
세계일보,다시 타봐도 ‘역시’… 편안한 전기차 폭스바겐 ID.4 [시승기],"분석 결과: 긍정

키워드 '편안한', '역시'에서 긍정적인 감정을 느낄 수 있습니다. 전기차에 대한 긍정적인 경험이 강조되고 있습니다."
디지털타임스,"KAMA ""국내 전기차 판매량, 9월 이후 회복세""","분석 결과: 긍정

키워드 '판매량', '회복세'에서 긍정적인 의미가 드러나며, 전기차 시장의 개선 조짐을 나타내고 있습니다."
뉴시스,합작법인 中 지분 25% 넘으면 美 전기차 보조금 제외(종합),이 제목은 부정적인 감성을 띠고 있습니다. '합작법인'과 '보조금 제외'라는 키워드는 어떤 제약이나 불리한 상황을 나타내고 있기 때문입니다.
머니투데이,"""기대만 못하네"" 전기차 성장 둔화에…속도 조절 나선 완성차","분석 결과: 부정

키워드 ""기대만 못하네"", ""성장 둔화"", ""속도 조절"" 등이 포함되어 있어 전기차 시장의 부정적인 상황과 실망감을 나타내고 있습니다."
SBS Biz,4천만원대 전기차 내년에 쏟아진다…기다려볼까?,"제목의 키워드 ""4천만원대 전기차"", ""내년에 쏟아진다"", ""기다려볼까?""를 분석해보면:

- ""4천만원대 전기차"" : 긍정적인 가격대 언급
- ""내년에 쏟아진다"" : 기대감과 긍정적인 전망
- ""기다려볼까?"" : 약간의 망설임이나 중립적인 태도

결론적으로, 전체적으로 긍정적인 기대감을 나타내지만, 마지막 부분의 망설임 때문에 중립적인 감정이 섞여 있습니다.

따라서 분석 결과: **중립**입니다."
더팩트,"정부, '전기차 배터리 인증제' 도입 앞두고 업계 의견 수렴","제목의 키워드: ""전기차"", ""배터리 인증제"", ""정부"", ""업계 의견 수렴""

분석 결과: 중립

이 제목은 전기차 배터리 인증제 도입에 대한 정부의 의견 수렴에 관한 내용을 담고 있으며, 긍정적이거나 부정적인 감정이 드러나지 않아 중립으로 판단됩니다."
전자신문,"볼보의 파격, 4000만원대 가성비 전기차 'EX30' 韓 상륙","이 제목은 긍정적인 감정을 전달하고 있습니다. ""파격"", ""가성비"", ""상륙"" 등의 키워드가 긍정적인 의미를 내포하고 있어, 새로운 전기차의 출시에 대한 기대감을 표현하고 있습니다. 따라서 분석 결과는 **긍정**입니다."
매일경제,"""이봐, 드리프트 해봤어?"" 전기차 편견 날린 괴물","분석 결과: 긍정

이 제목은 '괴물'이라는 단어와 '전기차 편견 날린'이라는 문구를 통해 전기차의 긍정적인 성능과 이미지 개선을 암시하고 있습니다. '드리프트'라는 액션도 흥미롭게 느껴져 긍정적인 감정을 유도합니다."
연합뉴스,1∼9월 글로벌 전기차 966만대 등록…전년 대비 36.4%↑,긍정
헬스조선,매년 2배 이상 증가하는 전기차 화재사고… ‘대응 매뉴얼’ 나왔다,"이 제목은 ""전기차 화재사고""와 ""대응 매뉴얼""이라는 키워드를 포함하고 있습니다. 전기차 화재사고의 증가라는 부정적인 사건을 언급하면서, 대응 매뉴얼이 나왔다는 것은 긍정적인 대응을 의미합니다. 그러나 전반적으로 사고가 증가하고 있다는 점에서 부정적인 감정을 더 느낄 수 있습니다. 

결론적으로, 이 제목의 감성은 **부정적**입니다."
동아일보,EU-中 전기차 충돌… “보조금 조사” vs “보호무역”,"분석 결과: 중립

제목에서는 EU와 중국 간의 전기차 관련 충돌에 대한 언급이 있으며, ""보조금 조사""와 ""보호무역""이라는 두 가지 상반된 개념이 등장합니다. 긍정적이거나 부정적인 감정을 불러일으키기보다는 상황을 설명하는 중립적인 태도가 나타납니다."
경향신문,LG엔솔·포드·코치 배터리 합작공장 ‘철회’···“전기차 성장세 둔화”,"분석 결과: 부정

키워드 '철회'와 '전기차 성장세 둔화'는 부정적인 감정을 나타내며, 전기차 산업의 위축을 암시합니다."
머니투데이,"전기차 9만대밖에 못 팔았지만…토요타, 4년 연속 세계 1위 전망","분석 결과: 중립

키워드: ""전기차"", ""9만대"", ""못 팔았지만"", ""토요타"", ""4년 연속"", ""세계 1위 전망""
   
이 제목은 전기차 판매량의 낮음을 언급하면서도 토요타의 성과에 대해 긍정적인 전망을 제시하고 있어 중립적인 감정을 가집니다."
한국경제,전기차·서버용 오일 선점 경쟁 '활활',"제목: ""전기차·서버용 오일 선점 경쟁 '활활'""

분석 결과: 긍정

키워드 '선점 경쟁'과 '활활'은 경쟁이 치열하고 활발하게 진행되고 있다는 긍정적인 뉘앙스를 주기 때문입니다. 전기차와 서버용 오일이라는 두 가지 주요 분야의 경쟁이 활발하게 이루어지고 있음을 나타냅니다."
뉴시스,"LG전자, 美 전기차 충전기 시장 진출 '본격화'","분석 결과: 긍정

키워드 ""전기차 충전기 시장 진출""과 ""본격화""는 LG전자의 적극적인 행보를 나타내며, 시장 확대를 기대할 수 있는 긍정적인 이미지를 가지고 있습니다."
노컷뉴스,"정부, 전기차 보급 확대하겠다는 건지 말겠다는 건지","분석 결과: 중립

제목은 정부의 전기차 보급 확대에 대한 의도를 명확히 하지 않고 불확실성을 나타내고 있습니다. 긍정적이거나 부정적인 감정을 유발하지 않는 중립적인 표현입니다."
데일리안,저가 전기차+보조금 늘자… 전기차 판매량 9월 이후 '회복세',"제목의 키워드 '저가 전기차', '보조금', '판매량', '회복세'는 긍정적인 의미를 가지고 있습니다. 저가 전기차의 보급과 보조금 증가는 판매량의 회복으로 이어지는 긍정적인 흐름을 나타냅니다. 따라서, 이 제목은 **긍정**적으로 분석됩니다."
한국경제,대구서 펼쳐진 '미래 모빌리티' 세상…주인공은 전기차,"분석 결과: 긍정

제목에는 '미래 모빌리티'라는 긍정적인 비전과 '전기차'가 주인공이라는 점에서 긍정적인 감정이 드러나 있습니다. 미래에 대한 기대감이 담겨 있습니다."
국민일보,2000만원부터!… 중국산 배터리 장착 전기차가 온다,"분석 결과: 중립

키워드: ""2000만원"", ""중국산 배터리"", ""전기차"", ""온다"" 

내용은 가격과 배터리 출처에 대한 정보를 제공하고 있어 긍정적인 언급이나 부정적인 뉘앙스가 뚜렷하지 않습니다."
뉴시스,"초소형 전기차, 자동차 전용도로 달린다…전남서 첫 시범운행","이 제목은 ""초소형 전기차,"" ""자동차 전용도로,"" ""달린다,"" ""전남서,"" ""첫 시범운행"" 등의 긍정적인 키워드를 포함하고 있습니다. 새로운 기술의 시범운행과 관련된 내용은 대개 긍정적으로 받아들여질 수 있습니다. 

따라서 이 제목의 감성 분석 결과는 **긍정**입니다."
조선비즈,가격이나 거리냐… 전기차 배터리 고르는 시대 온다,"제목의 키워드 ""가격"", ""거리"", ""전기차 배터리"", ""고르는 시대""는 전기차와 관련된 중요한 요소를 나열하고 있습니다. 전기차 배터리 선택의 중요성이 강조되고 있으며, 이는 소비자의 선택권과 관련이 있습니다. 따라서 이 제목은 전기차의 발전과 선택의 폭을 확대하는 긍정적인 의미를 내포하고 있습니다.

결과: **긍정**"
머니투데이,"IRA 덕분에… 美 전기차 올해 제일 잘 팔려 ""최대 140만대""","이 뉴스 제목은 긍정적인 감성을 지니고 있습니다. ""잘 팔려""와 ""최대 140만대""라는 표현은 긍정적인 성과와 성장을 나타내며, IRA(인플레이션 감소법) 덕분이라는 점에서 긍정적인 영향을 강조하고 있습니다. 따라서 분석 결과는 긍정입니다."
뉴시스,"추경호 ""전기차 보조금 확대 내주 발표…전기료 인상 무겁게 고민""","분석 결과: 중립

이 제목은 전기차 보조금 확대에 대한 발표와 전기료 인상에 대한 고민을 언급하고 있으며, 긍정적이거나 부정적인 감정을 드러내지 않습니다."
SBS Biz,"美 전기차 전환, 수요 감소로 기대에 못 미쳐","이 뉴스 제목은 ""전기차 전환"", ""수요 감소"", ""기대에 못 미쳐""와 같은 부정적인 키워드를 포함하고 있습니다. 따라서 감성분석 결과는 **부정**입니다."
한겨레,"주행만 하는 당신, 전기차 절반만 쓰는 겁니다","분석 결과: 부정  
이 제목은 ""주행만 하는 당신""이라는 표현이 부정적인 뉘앙스를 가지고 있어, 전기차의 활용이 충분하지 않다는 점을 강조하고 있습니다."
뉴시스,"""테슬라, 독일서 3000만원대 저가형 전기차 생산 계획""","분석 결과: 중립

키워드: ""테슬라"", ""독일"", ""3000만원대"", ""저가형 전기차"", ""생산 계획""

제목에서 긍정적이거나 부정적인 감정이 드러나기보다는 정보를 전달하는 내용으로 보입니다."
CJB청주방송,스마트해진 충북혁신도시 교통체계...자율주행 셔틀과 공유 전기차로 업그레이드,"분석 결과: 긍정

키워드: 스마트, 혁신, 자율주행, 공유 전기차, 업그레이드. 

제목이 기술의 발전과 향상을 강조하고 있으며, 긍정적인 변화와 개선을 나타내고 있습니다."
경향신문,“올해 가장 많이 팔린 수입 전기차 1위는?”,"이 제목은 중립적인 감정을 가지고 있습니다. 질문 형식으로 되어 있으며, 특정한 긍정적 또는 부정적인 감정이 드러나지 않습니다. 단순히 정보 요청의 형태를 띠고 있습니다."
매일경제,"괜히 샀다, 충전하다 날새겠네…전기차 날벼락, 하이브리드 횡재수 [세상만車]","이 제목은 부정적인 감정을 포함하고 있습니다. ""괜히 샀다""와 ""날벼락"" 같은 표현은 전기차에 대한 실망이나 불만을 나타내고 있으며, 충전에 대한 어려움을 암시하고 있습니다. 반면 ""하이브리드 횡재수""는 긍정적인 느낌을 주지만, 전체적으로 제목의 톤은 부정적입니다. 따라서, 이 제목은 부정적인 감정을 보입니다."
전자신문,"LG전자, 전기차 충전기 UL 인증 획득","분석 결과: 긍정

키워드: ""LG전자"", ""전기차 충전기"", ""UL 인증 획득"" - 인증 획득은 일반적으로 긍정적인 의미를 가지며, 기업의 신뢰성 및 품질을 강조합니다."
경향신문,[여적]위험한 전기차,부정
YTN,"미 전기차 보조금 중국 배제 강화...""中 지분 한도 25%""","분석 결과: 부정

이 제목은 미 전기차 보조금과 관련된 중국 배제 강화를 언급하고 있으며, '배제'와 '지분 한도'라는 단어 사용이 부정적인 뉘앙스를 전달합니다."
연합뉴스,"中전기차에 잇단 러브콜…스텔란티스, 링파오 지분 20% 매입 임박","분석 결과: 긍정

키워드 ""러브콜""과 ""지분 매입""이 긍정적인 의미를 가지고 있으며, 전기차에 대한 관심과 투자 의향이 나타나기 때문에 전체적으로 긍정적인 감정으로 분석됩니다."
조선일보,추워도 오래가는 전기차 1위는 이 국산차,"제목 키워드: ""추워도"", ""오래가는"", ""전기차"", ""1위"", ""국산차""

분석 결과: 긍정"
데일리안,"LG전자, 전기차 충전기 美 UL 인증 획득","제목의 키워드: LG전자, 전기차, 충전기, UL 인증, 획득

분석 결과: 긍정"
전자신문,[뉴스줌인]2030년 글로벌 톱3 발판…현대차 '울산 전기차 전용공장' 추진 배경은,"이 뉴스 제목은 ""2030년 글로벌 톱3 발판""과 ""현대차 '울산 전기차 전용공장' 추진 배경""이라는 키워드를 포함하고 있습니다. 

- ""글로벌 톱3 발판""은 긍정적인 전망을 나타내며, 
- ""추진 배경""은 어떤 목적이나 계획을 설명하는 중립적인 표현입니다. 

종합적으로 이 제목은 긍정적인 요소가 포함되어 있으므로 **긍정**으로 분석할 수 있습니다."
